symbol,name,currency,exchange,country,type
GICRE,General Insurance Corporation of India,INR,NSE,India,EQUITY
GICRE,General Insurance Corporation of India,INR,BSE,India,EQUITY
GID,Egide SA,EUR,Euronext,France,Common Stock
GIDYL,GI Dynamics Inc,USD,OTC,United States,OTHER_SECURITY_TYPE
GIF,Gulf Investment Fund PLC,USD,LSE,United Kingdom,Closed-end Fund
GIFI,Gulf Island Fabrication Inc,USD,NASDAQ,United States,Common Stock
GIFLF,Grifols Sa,USD,OTC,United States,Common Stock
GIFX,"Gifa, Inc.",USD,OTC,United States,Common Stock
GIG,Gaming Innovation Group Inc,NOK,OSE,Norway,Common Stock
GIGA,Giga Metals Corp,CAD,TSXV,Canada,Common Stock
GIGA,Giga-tronics Inc.,USD,OTC,United States,Common Stock
GIGL,Giggles N' Hugs Inc.,USD,OTC,United States,Common Stock
GIGM,GigaMedia Ltd,USD,NASDAQ,United States,Common Stock
GIGNY,Genting Singapore Limited,USD,OTC,United States,American Depositary Receipt
GIGSEK,Gaming Innovation Group Inc,SEK,OMX,Sweden,Common Stock
GIH,Gold Resource Corp,EUR,FSX,Germany,Common Stock
GIII,Gen III Oil Corp,CAD,TSXV,Canada,Common Stock
GIII,G-III Apparel Group Ltd,USD,NASDAQ,United States,Common Stock
GIK,GigCapital3 Inc,USD,NYSE,United States,Common Stock
GIK,"SEIKOH GIKEN Co., Ltd.",EUR,Munich,Germany,Common
GIL,DMG Mori AG,EUR,FSX,Germany,Common Stock
GIL,DMG Mori AG,EUR,XETR,Germany,Common Stock
GIL,Gildan Activewear Inc,CAD,TSX,Canada,Common Stock
GIL,Gildan Activewear Inc,USD,NYSE,United States,Common Stock
GILD,Gilead Sciences Inc,USD,NASDAQ,United States,Common Stock
GILD34,"Gilead Sciences, Inc.",BRL,Bovespa,Brazil,Common
GILLANDERS,Gillanders Arbuthnot and Company Limited,INR,BSE,India,EQUITY
GILLANDERS,GILLANDERS ARBUTHN,INR,NSE,India,EQUITY
GILLANDERS,Gillanders Arbuthnot and Company Limited,INR,NSE,India,EQUITY
GILLETTE,Gillette India Limited,INR,BSE,India,EQUITY
GILLETTE,Gillette India Limited,INR,NSE,India,EQUITY
GILLETTE,Gillette India Limited,INR,BSE,India,EQUITY
GILT,Gilat Satellite Networks Ltd,USD,NASDAQ,United States,Common Stock
GIM,Templeton Global Income Fund,USD,NYSE,United States,Closed-end Fund
GIN1,Givaudan SA,EUR,FSX,Germany,American Depositary Receipt
GINISILK,Gini Silk Mills Limited,INR,BSE,India,EQUITY
GINISILK,Gini Silk Mills Limited,INR,BSE,India,EQUITY
GINNIFILA,Ginni Filaments Limited,INR,NSE,India,EQUITY
GINNIFILA,Ginni Filaments Limited,INR,BSE,India,EQUITY
GIO,Giordano International Limited,EUR,FSX,Germany,Common
GIPCL,Gujarat Industries Power Company Limited,INR,BSE,India,EQUITY
GIPCL,Gujarat Industries Power Company Limited,INR,BSE,India,EQUITY
GIPCL,Gujarat Industries Power Company Limited,INR,NSE,India,EQUITY
GIRO,Signaux Girod,EUR,Euronext,France,Common Stock
GIS,General Mills Inc,USD,NYSE,United States,Common Stock
GIS,Genesis Metals Corp,CAD,TSXV,Canada,Common Stock
GIS,Gilead Sciences Inc,EUR,XETR,Germany,Common Stock
GIS,Gilead Sciences Inc,EUR,FSX,Germany,Common Stock
GISOLUTION,GI Engineering Solutions Limited,INR,NSE,India,EQUITY
GISOLUTION,GI ENGINEERING SOL,INR,NSE,India,EQUITY
GIT,Gitennes Exploration Inc,CAD,TSXV,Canada,Common Stock
GITH,"Global IT Holdings, Inc.",USD,OTC,United States,Common Stock
GIVPY,Grupo De Inversiones Suramericana S.A.,USD,OTC,United States,American Depositary Receipt
GIX,GigCapital2 Inc,USD,NYSE,United States,Common Stock
GJ,Glunz & Jensen Holding A/S,DKK,OMXC,Denmark,Common
GJ7,Valuetronics Holdings Limited,EUR,FSX,Germany,Common
GJAJ,Groupe JAJ,EUR,Euronext,France,Common Stock
GJB,Steelcase Inc,EUR,FSX,Germany,Common Stock
GJF,Gjensidige Forsikring ASA,NOK,OSE,Norway,Common Stock
GJH,STRATS LLC,USD,NYSE,United States,Preferred Stock
GJNSF,Gjensidige Forsikring Asa,USD,OTC,United States,Common Stock
GJNSY,Gjensidige Forsikring Asa,USD,OTC,United States,American Depositary Receipt
GJO,STRATS LLC,USD,NYSE,United States,Preferred Stock
GJP,STRATS LLC,USD,NYSE,United States,Preferred Stock
GJS,STRATS LLC,USD,NYSE,United States,Preferred Stock
GJT,STRATS LLC,USD,NYSE,United States,Preferred Stock
GK9,Challenger Limited,EUR,FSX,Germany,Common
GKB,GKB Ophthalmics Limited,INR,BSE,India,EQUITY
GKD,Grand Canyon Education Inc,EUR,FSX,Germany,Common Stock
GKE,"Hisense Home Appliances Group Co., Ltd.",EUR,FSX,Germany,Common
GKIT,"Greenkraft, Inc.",USD,OTC,United States,Common Stock
GKO,"GlycoMimetics, Inc.",EUR,FSX,Germany,Common
GKOS,Glaukos Corp,USD,NYSE,United States,Common Stock
GKP,Gulf Keystone Petroleum Ltd,GBP,LSE,United Kingdom,Common Stock
GKPRF,Gatekeeper Systems Inc.,USD,OTC,United States,Common Stock
GKS,GK Software SE,EUR,XETR,Germany,Common Stock
GKS,GK Software SE,EUR,FSX,Germany,Common Stock
GKSDF,Grupo Kuo SAB de CV,USD,OTC,United States,Common Stock
GKSGF,Grenkeleasing AG,USD,OTC,United States,Common Stock
GKTRF,GEK Terna Holding Real Estate Construction Societe Anonyme,USD,OTC,United States,Common Stock
GKTX,Genkyotex SA,EUR,Euronext,France,Common Stock
GKWLIMITED,GKW LIMITED,INR,NSE,India,EQUITY
GKWLIMITED,GKW Limited,INR,NSE,India,EQUITY
GL,Gold Lion Resources Inc,CAD,CNQ,Canada,Common Stock
GL,Globe Life Inc,USD,NYSE,United States,Common Stock
GL9,Glanbia PLC,EUR,FSX,Germany,Common Stock
GLA1V,Glaston Oyj Abp,EUR,OMXH,Finland,Common
GLAD,Gladstone Capital Corp,USD,NASDAQ,United States,Common Stock
GLADD,Gladstone Capital Corp,USD,NASDAQ,United States,Exchange-traded Note
GLADL,Gladstone Capital Corp,USD,NASDAQ,United States,Preferred Stock
GLAE,"GlassBridge Enterprises, Inc.",USD,OTC,United States,Common Stock
GLANCE,Glance Finance Limited,INR,BSE,India,EQUITY
GLAPF,Glanbia Plc,USD,OTC,United States,Common Stock
GLATF,Global Atomic Corp.,USD,OTC,United States,Common Stock
GLAXF,GlaxoSmithKline plc,USD,OTC,United States,Common Stock
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INR,NSE,India,EQUITY
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,INR,BSE,India,EQUITY
GLBB,Global Quest Ltd,USD,OTC,United States,Common Stock
GLBH,"Globaltech Holdings, Inc.",USD,OTC,United States,Common Stock
GLBKF,Goldbank Mining Corp.,USD,OTC,United States,Common Stock
GLBMD,Global Menkul Degerler Anonim Sirketi,TRY,BIST,Turkey,Common
GLBR,"Global Brokerage, Inc.",USD,OTC,United States,Common Stock
GLBS,Globus Maritime Ltd,USD,NASDAQ,United States,Common Stock
GLBXF,Globex Mining Enterprises Inc.,USD,OTC,United States,Common Stock
GLBZ,Glen Burnie Bancorp,USD,NASDAQ,United States,Common Stock
GLC,Gold Miners Split Corp,CAD,NEO,Canada,Closed-end Fund
GLC,"Glacier Bancorp, Inc.",EUR,FSX,Germany,Common
GL-C,Globe Life Inc,USD,NYSE,United States,Preferred Stock
GLCC,Good Life China Corp.,USD,OTC,United States,Common Stock
GLCNF,Glencore Plc,USD,OTC,United States,Common Stock
GLCO,Global Links Corp.,USD,OTC,United States,Common Stock
GLD,GoldOn Resources Ltd,CAD,TSXV,Canada,Common Stock
GLDD,Great Lakes Dredge & Dock Corp,USD,NASDAQ,United States,Common Stock
GLDFF,Golden Leaf Hldgs Ltd,USD,OTC,United States,Common Stock
GLDI,Credit Suisse X-Links Gold Shares Covered Call ETN,USD,NASDAQ,United States,Exchange-traded Note
GLDLF,GoldMining Inc.,USD,OTC,United States,Common Stock
GLDN,Golden Ridge Resources Ltd,CAD,TSXV,Canada,Common Stock
GLDN,Gold Dynamics Corp.,USD,OTC,United States,Common Stock
GLDRF,Idaho Champion Gold Mines Canada Inc.,USD,OTC,United States,Common Stock
GLDX,Gold X Mining Corp,CAD,TSXV,Canada,Common Stock
GLE,MJ Gleeson PLC,GBP,LSE,United Kingdom,Common Stock
GLE,Societe Generale SA,EUR,FSX,Germany,Common Stock
GLE,Societe Generale SA,EUR,Euronext,France,Common Stock
GLEC,Global Ecology Corp.,USD,OTC,United States,Common Stock
GLEN,Glencore PLC,GBP,LSE,United Kingdom,Common Stock
GLENMARK,Glenmark Pharmaceuticals Limited,INR,BSE,India,EQUITY
GLENMARK,Glenmark Pharmaceuticals Limited,INR,BSE,India,EQUITY
GLENMARK,Glenmark Pharmaceuticals Limited,INR,NSE,India,EQUITY
GLEO,Galileo Acquisition Corp,USD,NYSE,United States,Common Stock
GLFH,Galenfeha Inc,USD,OTC,United States,Common Stock
GLFL,GUJARAT LEASE,INR,NSE,India,EQUITY
GLFL,Gujarat  Lease Financing Limited,INR,NSE,India,EQUITY
GLFN,McHenry Metals Golf Corp.,USD,OTC,United States,Common Stock
GLG,GLG Life Tech Corp,CAD,TSX,Canada,Common Stock
GLG,Bat Group Inc,USD,NASDAQ,United States,Common Stock
GLGDF,"GoGold Resources, Inc.",USD,OTC,United States,Common Stock
GLGI,"Greystone Logistics, Inc.",USD,OTC,United States,Common Stock
GLGLF,GLG Life Tech Corp.,USD,OTC,United States,Common Stock
GLH,Goldlion Holdings Limited,EUR,FSX,Germany,Common
GLH,Golden Leaf Holdings Inc,CAD,CNQ,Canada,Common Stock
GLHD,Golden Holdings Group,USD,OTC,United States,Common Stock
GLIBA,GCI Liberty Inc,USD,NASDAQ,United States,Common Stock
GLIBP,GCI Liberty Inc,USD,NASDAQ,United States,Preferred Stock
GLIF,GLI Finance Ltd,GBP,LSE,United Kingdom,Common Stock
GLITTEKG,Glittek Granites Limited,INR,BSE,India,EQUITY
GLITTEKG,Glittek Granites Limited,INR,BSE,India,EQUITY
GLJ,GRENKE AG,EUR,XETR,Germany,Common Stock
GLJ,GRENKE AG,EUR,FSX,Germany,Common Stock
GLKFF,"Raise Production, Inc.",USD,OTC,United States,Common Stock
GLKIF,"Great Lakes Graphite, Inc.",USD,OTC,United States,Common Stock
GLL,Gallagher Security Corp,CAD,CNQ,Canada,Common Stock
GLLA,"Gilla, Inc.",USD,OTC,United States,Common Stock
GLLK,Gold Lakes Corp.,USD,OTC,United States,Common Stock
GLM,Golden Lake Exploration Inc,CAD,CNQ,Canada,Common Stock
GLMD,Galmed Pharmaceuticals Ltd,USD,NASDAQ,United States,Common Stock
GLMFF,"Glacier Media, Inc.",USD,OTC,United States,Common Stock
GLN,CFT SpA,EUR,FSX,Germany,Common Stock
GLNCY,Glencore Plc,USD,OTC,United States,American Depositary Receipt
GLNG,Golar LNG Ltd,USD,NASDAQ,United States,Common Stock
GLO,GL Events,EUR,FSX,Germany,Common Stock
GLO,Global Atomic Corp,CAD,TSX,Canada,Common Stock
GLO,GL Events,EUR,Euronext,France,Common Stock
GLO,Clough Global Opportunities Fund,USD,NYSE,United States,Closed-end Fund
GLO,ContourGlobal PLC,GBP,LSE,United Kingdom,Common Stock
GLOB,Globant SA,USD,NYSE,United States,Common Stock
GLOBAL,Global Gaming 555 AB,SEK,OMX,Sweden,Common Stock
GLOBALVECT,Global Vectra Helicorp Limited,INR,BSE,India,EQUITY
GLOBALVECT,Global Vectra Helicorp Limited,INR,NSE,India,EQUITY
GLOBALVECT,GLOBAL VECTRA HELI,INR,NSE,India,EQUITY
GLOBALVECT,GLOBAL VECTRA HELI,INR,NSE,India,EQUITY
GLOBOFFS,Global Offshore Services Limited,INR,NSE,India,EQUITY
GLOBOFFS,Global Offshore Services Limited,INR,BSE,India,EQUITY
GLOBUSSPR,Globus Spirits Limited,INR,NSE,India,EQUITY
GLOBUSSPR,Globus Spirits Limited,INR,BSE,India,EQUITY
GLOG,GasLog Ltd,USD,NYSE,United States,Common Stock
GLOG-A,GasLog Ltd,USD,NYSE,United States,Preferred Stock
GLOH,"Glow Holdings, Inc.",USD,OTC,United States,Common Stock
GLOP,GasLog Partners LP,USD,NYSE,United States,Limited Partnership
GLOP-A,GasLog Partners LP,USD,NYSE,United States,Preferred Stock
GLOP-B,GLOP 8.2 PERP PFD,USD,NYSE,United States,Preferred Stock
GLOP-C,GasLog Partners LP,USD,NYSE,United States,Preferred Stock
GLOSTERLTD,Gloster Ltd,INR,BSE,India,EQUITY
GLP,Global Partners LP-MA,USD,NYSE,United States,Limited Partnership
GLP-A,Global Partners LP-MA,USD,NYSE,United States,Preferred Stock
GLPEF,"Galp Energia, SA",USD,OTC,United States,Common Stock
GLPEY,"Galp Energia, SA",USD,OTC,United States,American Depositary Receipt
GLPG,Galapagos NV,USD,NASDAQ,United States,Depositary Receipt
GLPGF,Galapagos N.V.,USD,OTC,United States,Common Stock
GLPH,"Gala Pharmaceutical, Inc.",USD,OTC,United States,Common Stock
GLPI,Gaming and Leisure Properties Inc,USD,NASDAQ,United States,Real Estate Investment Trust (REIT)
GLQ,Clough Global Equity Fund,USD,NYSE,United States,Closed-end Fund
GLR,Galileo Resources PLC,GBP,LSE,United Kingdom,Common Stock
GLRE,Greenlight Capital Re Ltd,USD,NASDAQ,United States,Common Stock
GLRI,Glori Energy Inc,USD,OTC,United States,Common Stock
GLRP,Glen Rose Petroleum Corp.,USD,OTC,United States,Common Stock
GLRYH,G�ler Yatirim Holding A.S.,TRY,BIST,Turkey,Common
GLT,PH Glatfelter Co,USD,NYSE,United States,Common Stock
GLTC,"GelTech Solutions, Inc.",USD,OTC,United States,Common Stock
GLTIL,GlobalTrans Investment PLC,USD,OTC,United States,Common Stock
GLTVF,GlobalTrans Investment PLC,USD,OTC,United States,OTHER_SECURITY_TYPE
GLU,Gabelli Global Utility & Income Trust,USD,NYSE,United States,Closed-end Fund
GLU-A,Gabelli Global Utility & Income Trust,USD,NYSE,United States,Preferred Stock
GLU-B,Gabelli Global Utility & Income Trust,USD,NYSE,United States,Preferred Stock
GLUC,"Glucose Health, Inc.",USD,OTC,United States,Common Stock
GLUU,Glu Mobile Inc,USD,NASDAQ,United States,Common Stock
GLUX,"Great Lakes Aviation, Ltd.",USD,OTC,United States,Common Stock
GLV,Glenveagh Properties PLC,EUR,LSE,United Kingdom,Common Stock
GLV,Global Vanadium Corp,CAD,TSXV,Canada,Common Stock
GLV,Glenveagh Properties PLC,EUR,FSX,Germany,Common Stock
GLV,Clough Global Dividend and Income Fund,USD,NYSE,United States,Closed-end Fund
GLVMF,Golden Valley Mines Ltd.,USD,OTC,United States,Common Stock
GLW,Corning Inc,EUR,FSX,Germany,Common Stock
GLW,Corning Inc,EUR,XETR,Germany,Common Stock
GLW,Corning Inc,USD,NYSE,United States,Common Stock
GLWA,Global Water Asset Corp.,USD,OTC,United States,Common Stock
GLXY,Galaxy Digital Holdings Ltd,CAD,TSXV,Canada,Common Stock
GLXZ,"Galaxy Gaming, Inc.",USD,OTC,United States,Common Stock
GLY,Global Bio-chem Technology Group Company Limited,EUR,FSX,Germany,Common
GLYC,GlycoMimetics Inc,USD,NASDAQ,United States,Common Stock
GLYE,"GlyEco, Inc.",USD,OTC,United States,Common Stock
GLYHO,Global Yatirim Holding A.S.,TRY,BIST,Turkey,Common
GLYYF,Glory Ltd.,USD,OTC,United States,Common Stock
GM,General Motors Co,USD,NYSE,United States,Common Stock
GM0N,"Globus Medical, Inc.",EUR,FSX,Germany,Common
GMA,Geomega Resources Inc,CAD,TSXV,Canada,Common Stock
GMAA,Gama Aviation PLC,GBP,LSE,United Kingdom,Common Stock
GMAB,Genmab A-S,USD,NASDAQ,United States,Depositary Receipt
GMAB,Genmab A/S,DKK,OMXC,Denmark,Common
GMBL,Esports Entertainment Group Inc,USD,NASDAQ,United States,Common Stock
GMBREW,G.M.Breweries Limited,INR,BSE,India,EQUITY
GMBREW,G.M.Breweries Limited,INR,BSE,India,EQUITY
GMBREW,G.M.Breweries Limited,INR,NSE,India,EQUITY
GMBXF,Grupo Mexico S.A.B. de C.V.,USD,OTC,United States,Common Stock
GMC,Gaia Metals Corp,CAD,TSXV,Canada,Common Stock
GMCO34,General Motors Company,BRL,Bovespa,Brazil,Common
GMDA,Gamida Cell Ltd,USD,NASDAQ,United States,Common Stock
GMDCLTD,Gujarat Mineral Development Corporation Limited,INR,BSE,India,EQUITY
GMDCLTD,Gujarat Mineral Development Corporation Limited,INR,NSE,India,EQUITY
GMDP,"Global Medical Products Holdings, Inc.",USD,OTC,United States,Common Stock
GMDTF,Golden Meditech Holdings Ltd,USD,OTC,United States,Common Stock
GMDTY,Golden Meditech Holdings Ltd,USD,OTC,United States,American Depositary Receipt
GME,GameStop Corp,USD,NYSE,United States,Common Stock
GMED,Globus Medical Inc,USD,NYSE,United States,Common Stock
GMEI,"Gambit Energy, Inc.",USD,OTC,United States,Common Stock
GMELF,GOME Retail Holdings Limited,USD,OTC,United States,Common Stock
GMER,"Good Gaming, Inc.",USD,OTC,United States,Common Stock
GMETCOAL,Gujarat Metallic Coal & Coke Limited,INR,BSE,India,EQUITY
GMEV,"GME Innotainment, Inc.",USD,OTC,United States,Common Stock
GMGI,"Golden Matrix Group, Inc.",USD,OTC,United States,Common Stock
GMHI,Gores Metropoulos Inc,USD,NASDAQ,United States,Common Stock
GMICF,Genworth MI Canada Inc.,USD,OTC,United States,Common Stock
GMKKY,Gruma S.A.B. de CV,USD,OTC,United States,American Depositary Receipt
GMLM,Gaurav Mercantiles Limited,INR,BSE,India,EQUITY
GMLP,Golar LNG Partners LP,USD,NASDAQ,United States,Limited Partnership
GMLPP,Golar LNG Partners LP,USD,NASDAQ,United States,Preferred Stock
GMM,GMM Pfaudler Limited,INR,BSE,India,EQUITY
GMM,GMM Pfaudler Limited,INR,BSE,India,EQUITY
GMM,Grammer AG,EUR,XETR,Germany,Common Stock
GMM,Grammer AG,EUR,FSX,Germany,Common Stock
GMMPFAUDLR,GMM Pfaudler Limited,INR,NSE,India,EQUITY
GMMVF,G Medical Innovations Holdings Ltd,USD,OTC,United States,Common Stock
GMND,Green Mountain Development Corp.,USD,OTC,United States,Common Stock
GMNFF,GobinMin Inc.,USD,OTC,United States,Common Stock
GMNI,Gemini Group Global Corp.,USD,OTC,United States,Common Stock
GMO,General Moly Inc,USD,NYSE,United States,Common Stock
GMP,GMP Capital Inc,CAD,TSX,Canada,Common Stock
GMP.PR.B,GMP Capital Inc,CAD,TSX,Canada,Preferred Stock
GMP.PR.C,GMP Capital Inc,CAD,TSX,Canada,Preferred Stock
GMPW,GiveMePower Corp.,USD,OTC,United States,Common Stock
GMR,Gaming Realms PLC,GBP,LSE,United Kingdom,Common Stock
GMRE,Global Medical REIT Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GMRE-A,Global Medical REIT Inc,USD,NYSE,United States,Preferred Stock
GMRINFRA,GMR Infrastructure Limited,INR,NSE,India,EQUITY
GMRINFRA,GMR Infrastructure Limited,INR,BSE,India,EQUITY
GMRINFRA,GMR Infrastructure Limited,INR,BSE,India,EQUITY
GMS,GMS Inc,USD,NYSE,United States,Common Stock
GMSC,"Grand Entertainment & Music, Inc.",USD,OTC,United States,Common Stock
GMTA,GATX Corp,USD,NYSE,United States,Exchange-traded Note
GMTU,"Green Mountain Merger, Inc.",USD,OTC,United States,Common Stock
GMV,GMV Minerals Inc,CAD,TSXV,Canada,Common Stock
GMVHF,GVC Holdings Plc,USD,OTC,United States,Common Stock
GMVP,"Gridiron BioNutrients, Inc.",USD,OTC,United States,Common Stock
GMX,Globex Mining Enterprises Inc,CAD,TSX,Canada,Common Stock
GMZ,Ally Financial Inc.,EUR,FSX,Germany,Common
GMZ,Goldman Sachs MLP Income Opportunities Fund,USD,NYSE,United States,Closed-end Fund
GMZP,GEMZ Corp.,USD,OTC,United States,Common Stock
GN,GN Store Nord A-S,DKK,OMXC,Denmark,Common Stock
GN8,Genesco Inc,EUR,FSX,Germany,Common Stock
GNA,G N A Axles Limited,INR,BSE,India,EQUITY
GNA,G N A Axles Limited,INR,NSE,India,EQUITY
GNAF,MicroSectors FANG Index Inverse ETN,USD,NYSE,United States,Exchange-traded Note
GNAL,"Generation Alpha, Inc. ",USD,OTC,United States,Common Stock
GNBT,Generex Biotechnology Corp.,USD,OTC,United States,Common Stock
GNC,GNC Holdings Inc,USD,NYSE,United States,Common Stock
GNC,Gainey Capital Corp,CAD,TSXV,Canada,Common Stock
GNC,Greencore Group PLC,GBP,LSE,United Kingdom,Common Stock
GNCA,Genocea Biosciences Inc,USD,NASDAQ,United States,Common Stock
GNCP,"GNCC Capital, Inc.",USD,OTC,United States,Common Stock
GNDI3,Notre Dame Intermedica Participacoes S.A.,BRL,Bovespa,Brazil,Common
GNE,Genie Energy Ltd,USD,NYSE,United States,Common Stock
GNE-A,Genie Energy Ltd,USD,NYSE,United States,Preferred Stock
GNENF,Ganfeng Lithium Co Ltd.,USD,OTC,United States,Common Stock
GNF,GenMark Diagnostics Inc,EUR,FSX,Germany,Common Stock
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,INR,BSE,India,EQUITY
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,INR,BSE,India,EQUITY
GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Limited,INR,NSE,India,EQUITY
GNFT,Genfit,EUR,Euronext,France,Common Stock
GNFT,Genfit,USD,NASDAQ,United States,Depositary Receipt
GNFTF,Genfit,USD,OTC,United States,Common Stock
GNG,Golden Goliath Resources Ltd,CAD,TSXV,Canada,Common Stock
GNGBY,Getinge Industrier AB,USD,OTC,United States,American Depositary Receipt
GNGR,"Gunther Grant, Inc.",USD,OTC,United States,Common Stock
GNGT,"Golden Gate Partners, Inc.",USD,OTC,United States,Common Stock
GNGYF,Guangshen Railway Co. Ltd.,USD,OTC,United States,Common Stock
GNK,Genco Shipping & Trading Ltd,USD,NYSE,United States,Common Stock
GNKWF,Genco Shipping & Trading Ltd.,USD,OTC,United States,Warrant
GNL,Global Net Lease Inc,USD,NYSE,United States,Real Estate Investment Trust (REIT)
GNL-A,Global Net Lease Inc,USD,NYSE,United States,Preferred Stock
GNLAF,Genesis Land Development Corp.,USD,OTC,United States,Common Stock
GNL-B,Global Net Lease Inc,USD,NYSE,United States,Preferred Stock
GNLKQ,"GeneLink, Inc.",USD,OTC,United States,Common Stock
GNLN,Greenlane Holdings Inc,USD,NASDAQ,United States,Common Stock
GNMK,GenMark Diagnostics Inc,USD,NASDAQ,United States,Common Stock
GNMP,General Chemical Group Inc. (The),USD,OTC,United States,Common Stock
GNMSF,Genmab A/S,USD,OTC,United States,Common Stock
GNN,GN Store Nord A-S,EUR,FSX,Germany,Common Stock
GNOLF,Genoil Inc.,USD,OTC,United States,Common Stock
GNOW,"American CareSource Holdings, Inc.",USD,OTC,United States,Common Stock
GNPG,"Green Planet Group, Inc.",USD,OTC,United States,Common Stock
GNPR,"Genius Products, Inc.",USD,OTC,United States,Common Stock
GNPT,"Green Parts International, Inc.",USD,OTC,United States,Common Stock
GNPX,Genprex Inc,USD,NASDAQ,United States,Common Stock
GNRC,Generac Holdings Inc,USD,NYSE,United States,Common Stock
GNRD,"General DataComm Industries, Inc.",USD,OTC,United States,Common Stock
GNRO,GeNeuro SA,EUR,Euronext,France,Common Stock
GNRSU,Greenrose Acquisition Corp,USD,NASDAQ,United States,Unit
GNRV,Grand River Commerce Inc.,USD,OTC,United States,Common Stock
GNS,Genus PLC,GBP,LSE,United Kingdom,Common Stock
